PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,Etiqueta
-0.4507294297493629,7.577720579857941,-1.2714454643310824,3.8818704908253827,-2.064786026001958,-2.135820721287451,1.6923957636845306,1.8007624764414958,-0.20400663092579702,-1.2438825414131784,-0.37189427942712733,-0.6076547471799685,0.2174602108747079,-0.8683113266408578,-0.8854953222179979,0.41784873126769523,0.5243471014189772,1.010401299548919,-0.2750956023198005,-0.5208389401707972,2.4223788855505375,-0.6181108875692312,0.018237656994484784,-0.2347562180531661,-0.04474370300154058,0.6978736277285997,R
3.8938581324464923,6.415977633006376,-0.025868014568674932,5.450578193590462,-1.5309464455997512,1.243029489951616,1.917297228058979,-1.3599615007405887,1.1825211088701433,-1.0153118448648228,0.5616224657443966,0.3167527823571015,-1.9404673540628912,-1.4880066764920707,-1.5555189386840655,-1.8583551321947325,1.2299221916676188,0.5652232313175477,-0.48664159576029375,-2.065059212004263,1.7289831705867371,1.7441067895955784,-0.3362531937117045,1.877187238212463,-0.7955252378309596,-0.09274282862339946,R
4.59248063459689,-3.1205915835395195,-1.8009570313077512,-1.1046225186593164,2.8100381000626893,-2.0462740856643244,-2.2678937222410047,1.440327222016666,-0.4063138134153838,-1.1953260861711672,-0.8897023773515998,0.05105326225262244,-1.4280072710546887,0.06437702695683033,0.5084560483729021,0.1683911704307999,-0.12126148351134754,-2.5018237505452254,-1.8903783057942896,-1.3884018196914694,-0.20154323867365528,-1.054074291118738,-0.6906233464227436,1.1463536239348695,0.30112174871835257,-0.46616592923506683,R
-0.5228549825611435,1.8418087824530054,-0.8688379230731302,3.330418011869295,-2.7605891805065377,-0.7625508046352469,-0.44902562974255805,0.7648054093010211,-0.19494241526980327,-0.043151360064721575,1.3346193841482261,-1.6219488996807794,0.7707125274802396,1.1850742679184172,0.6785753487119534,-1.1206921336286104,0.6637166544156623,-0.6344883825378349,0.6178505462515363,-0.975045836532734,-0.9777188969139723,0.14107903837071734,0.13289924421161994,1.1640754481308386,0.0326871458409281,-0.021392256517830027,R
-1.219641348988834,3.778474256836822,-1.954311380910686,3.090632928184374,-0.4452178352017519,-4.245918546951206,1.9587528576629964,2.225095554706724,-0.6486949326610144,-1.3314393662037738,1.8295753203011704,-1.0818211580415082,0.22326704795650706,-0.1835388399812572,-0.49033364340501434,-0.3639458591999133,0.55403273726522,-1.3900254880950556,-0.22338855650592687,-0.3670508505391767,-0.09230784483889336,-0.930333520003748,-1.1831295167165612,0.15192788861622675,0.4859027062303345,0.8217015301735052,R
1.889851552052901,2.477714423364343,-1.5956884292142728,-1.6716790106273003,-0.2410352966591681,2.4550145351834,-0.9682021307021481,1.0085800997158612,-1.2040266410962455,0.5472067025472744,-0.1835738264649328,0.09916984614197698,-0.8416810447648522,-2.256573599591812,-1.06455330949539,-1.305463473405061,-0.21088094552036876,-2.234473611504619,-0.3155537604859454,-1.2130801977763976,-0.8708820270368375,-1.4244113360199673,-0.895425199428308,-0.286265380433761,-0.19499420360480613,1.3637503183103716,R
-2.049528594506954,2.3214159954871794,-0.24211661623653655,-0.37856612939511225,0.12757894694808006,0.7168393572215512,-2.741924343323713,0.695651246755235,0.7677235412085948,-0.10896699604587472,0.632452967277302,-0.40646606818755976,-0.2893490611232581,-0.17722051073181658,-0.5155871348152435,2.4300778240099823,0.3663455800917302,-0.6594007802920799,0.2910828152943085,0.6621518140916569,0.6109985676238319,0.43609735792135595,-0.821584376088826,-0.37491119146766116,1.0832585714892085,-0.10675353640514162,R
-1.6403334487203156,0.2553562535887745,-0.1547654406286134,-1.8467614137495052,0.7762128414437327,-1.1173371319293968,-2.1593756563608935,-0.6446074136216504,1.2303468651767764,1.2195344910172263,-0.6054260593716582,0.5182877530995742,-0.9008605056978943,-0.6840379385606673,0.9121719910323168,0.3973210828263315,-0.12679601050808148,0.7581277396069972,1.3773965315164416,1.0861077995411916,-0.10617592040158987,-1.6151322184119363,-0.8796045271875371,0.7171594575131981,-0.15676304193592538,0.970530617514589,R
-4.278630494959443,-2.4189767554671504,0.8899965417216548,-2.210838553241588,-1.3701324118598135,0.599695771845875,-0.31267218894559035,-1.5600671755005677,0.4584564548892431,0.4298274299226977,-0.4326974865298669,0.5541423666868803,0.374421676540477,-0.1347287485072959,0.3293614075922698,-0.28249210996566193,0.5139971477699294,-1.1841811400672646,-0.10790657821575748,-1.0546551251322722,0.3668101295056071,-0.49745944551358834,1.8401812083731268,0.08263029721209411,-0.6103004347108325,0.24641001407264493,R
-1.4655935771088144,-6.318132419805247,-2.175705763520857,0.41604020328538416,-1.6055949718403772,-0.13151333435209916,0.8446235625742593,-0.4133895427313564,0.6307591539641512,0.2095006875751282,0.26297831279525274,0.16726058605636443,-0.9904167145133576,-0.5948092739376241,0.2874615954306096,-0.0852362823941397,-0.2012298944085271,-0.8282714206527699,-0.9178065311509569,0.05989932012666554,0.20241256707720742,-0.24230540273119558,0.0266520139915793,-0.7195107334435854,0.797712112361363,0.6116336411986165,R
-2.4615710281994767,-1.244264180785215,-1.4769985923391342,-1.668115637522444,-0.4818006063953144,-0.36222749011885086,-2.301389334469135,-2.286976287246398,1.5271017425620386,0.7880547975652946,1.3736579697420688,2.272040005376798,-0.02940851580966966,-1.276985491238886,0.19345776504591608,-0.3195951854038442,0.3810037463405526,-1.0564919875057575,0.3834921862999922,0.6908278857313408,-0.017069752598067447,-1.266689693688636,-0.2557942202904816,-0.007405975667440434,-0.28219591011097683,0.2599422759731187,R
-3.983902084140234,1.6523978356743052,-1.9922072216574762,-2.3447960320631265,1.5711043595598975,-1.5590686517313643,-1.7714384069513107,-1.2672592356536145,-0.23893922568432466,0.9617636966710716,-1.3729856196405588,-0.21133471654424704,1.4433961204341632,0.10549204536015451,-0.07193900859749724,0.11126563589393906,-0.5137913608022812,0.2922894059666825,-0.1408802533328458,-0.5972735127045987,0.39120924724847844,0.7313434264192655,0.40052548153789486,-0.18395812996369917,0.4205220048129852,1.2376833032880854,R
0.6456910249520813,-0.6398587356624132,-1.4388112380507776,0.137777899405458,-0.639207312293196,1.2742129288559663,1.237400346048585,0.7860961200991782,0.9897711078736311,-3.0964398169595766,0.12449455556051597,0.9550564856079156,0.3166180156265523,0.42373497993465176,-0.7621557413367045,0.45864151724439783,-0.4652578964324902,0.556215475375636,-0.7976867547002204,0.5523133455533241,-0.11503542790387163,-1.319605151547667,0.34301505612894295,0.9996886479351276,0.8667135976055546,0.5955533616207207,R
-0.10692646316906297,-0.24958138991911177,-2.5685628908083515,-1.0683485977072065,0.3491179820339366,0.22245960117477992,-2.355293350758441,0.11732958630755813,2.0573765184336654,-1.882790479511031,0.6058116876210237,-0.5796527915741533,-0.7842132130461253,-0.694103838431105,0.887302595653494,0.8443522218508838,-1.0753616138540694,0.6288696950261338,0.30972648622848925,-0.2043569608452214,-1.4948142620131657,-0.4970920964847463,-0.48095226759775106,0.7196764246305329,-0.7255115767128242,-1.0749989757524718,R
2.1225561191120876,0.5783277563894471,-2.5361546697199246,0.8621783188091175,-1.18678964998357,2.2036690952197358,2.7244292033788495,0.8585586185361015,-0.7780381242402024,-0.7678992816267318,-1.0038526011326807,-0.27899166546416293,-0.021194340749229726,-0.16005931739214455,1.1795519342297591,1.5024768311886967,-0.6813111263034659,1.227880157728068,-1.1675607187727242,0.6956525128987077,1.514399601468185,1.2562744258250114,0.7041293373478112,-0.7454987218653092,0.9739522349785904,-0.6900917790833472,R
4.403453942086424,-2.2799247326389738,-0.38455029284428127,-0.13410872195304155,0.4618934693721519,-0.6379764539453224,0.6113825723296873,0.028049195545740615,-0.6546810372314817,0.6976206734520336,-0.9957190662556237,2.104712960192447,2.805089758064082,-0.11890253659523009,-0.36196188156205,-0.6363871375131258,0.6799026558245529,-0.35950606827450277,0.4628337605920431,1.723948426613801,-0.11415115628283107,1.3600557919442862,-0.9327587732620607,2.368058087225916,0.6735064175016762,0.26900498069141393,R
