9.192836826213387269e+00,1.948583070788117322e+00,-1.123166164380927423e+00,3.633730889425768495e+00,-1.195110117960884510e+00,1.411424402078783613e+00,2.159370550663308297e+00,-3.984074922004626762e-01
2.387801795802219740e+00,-3.768171742067477403e+00,-5.292926866800092833e-01,1.118263861584852137e+00,6.217749807847324783e-01,2.865635119826194510e-02,1.335812067417506410e-02,2.409884131346782532e-01
5.733896279731743206e+00,-1.075173796618527078e+00,-5.517475931403411638e-01,9.120826707806377609e-01,-1.770858980219101875e-01,5.414521425358036488e-01,-6.681665110076395742e-01,9.737437850410841922e-02
7.122953197708787876e+00,1.027558912180649564e+01,-3.232789548646438416e+00,1.525470400280707350e-01,-2.960878409092751351e+00,3.053421880099060903e+00,1.429909892337074995e+00,1.059566428476186983e+00
3.935302073678022872e+00,-1.948071567805065740e+00,1.389766725986146145e+00,2.940639351029850967e+00,5.467473983633159840e-01,-1.226494615285782963e+00,-9.362128340299685769e-01,6.363758812469646475e-01
2.380247150346051832e+00,3.949928895557295760e+00,-2.934876792844888449e+00,9.410368651565275133e-01,-1.056041926313036283e+00,-4.510386902335836723e-01,4.904455928052755542e-01,-1.654438649257573557e-01
2.238883308052423082e+00,-2.690031277296755619e+00,-1.639912928777698564e+00,1.493398857515778611e-01,4.035951943059293279e-02,-1.289484457344416690e-01,-3.015673294836592189e-01,8.369813199066424014e-02
2.143298500377538662e+00,2.340244006948781763e+00,-8.719472623680801782e-01,-1.270428550604610629e-01,-1.427436674551095130e+00,-1.257039179057580558e+00,9.740997071661514628e-01,-6.533381406152322102e-01
3.174924293083754900e+00,3.391812951848455882e+00,-3.119985910283492814e+00,-6.012970542382389816e-01,-1.522290391135086018e+00,5.595447199535089622e-01,-2.151036606617929281e-01,-6.873409731211261864e-01
6.351746789526254489e+00,7.727174066873954139e+00,-4.341915812768916361e+00,-3.375201587961613292e+00,1.710263149287721607e+00,-7.239087856403388921e-01,2.519840598035864687e+00,3.651482052377395537e-01
-8.104137708453605926e-01,-2.659275497691606649e+00,-4.888297942310842470e-01,-1.672566559537822073e+00,2.758115656024279216e-01,1.273318688120052278e-01,6.250120240429531959e-01,1.657492958923821591e-01
